Description,SampleDate,salinityLoad,phosphateLoad,particulateOrganicPhosphorusLoad,ammoniumLoad,particulateOrganicNitrogenLoad,dissolvedSilicaLoad,chlorophyllaLoad,Flow
The River Murray at Barrages,2018-10-22,773.218,10.4968,119.1345,30.3542,1614.1238,2139.1403,54.0121,1046.7
The River Murray at Barrages,2018-10-23,683.698,9.4685,107.4832,28.0204,1456.2438,1946.9957,48.6061,918.6
The River Murray at Barrages,2018-10-24,824.463,11.2342,127.3338,34.5018,1725.1769,2362.3023,57.653,1157.9
The River Murray at Barrages,2018-10-25,794.989,10.8747,124.3869,33.3378,1685.2273,2253.4514,55.7392,1049.3
The River Murray at Barrages,2018-10-26,912.541,12.3707,142.2914,38.3619,1927.8512,2559.5787,63.3517,1194.5
The River Murray at Barrages,2018-10-27,930.209,12.3174,142.0378,38.6923,1924.3881,2549.5858,62.8959,1178.7
The River Murray at Barrages,2018-10-28,903.123,12.2102,140.9736,39.0666,1909.9522,2542.2589,62.1884,1178.1
The River Murray at Barrages,2018-10-29,906.571,12.116,140.0888,39.4549,1897.9795,2536.1806,61.5515,1176.3
The River Murray at Barrages,2018-10-30,918.075,12.0428,139.5696,39.7863,1890.9564,2527.5304,61.0166,1175.7
The River Murray at Barrages,2018-10-31,928.294,12.1386,140.7295,40.9924,1906.6853,2572.3817,61.3641,1197.8
The River Murray at Barrages,2018-11-01,919.476,11.9306,138.5048,40.7986,1876.4848,2532.1402,60.0844,1206.1
The River Murray at Barrages,2018-11-02,708.656,9.4311,110.1138,31.6652,1491.8535,2020.35,47.1149,948.3
The River Murray at Barrages,2018-11-03,689.197,9.2372,108.2521,31.2497,1466.677,2044.6677,45.9852,943.7
The River Murray at Barrages,2018-11-04,843.225,10.9698,129.9291,36.4184,1760.3284,2451.83,54.3354,1192.3
The River Murray at Barrages,2018-11-05,770.075,10.0471,120.0937,32.4948,1627.0983,2253.7826,49.3872,1077.8
The River Murray at Barrages,2018-11-06,544.905,7.396,89.0595,20.4959,1206.5967,1486.0413,35.143,712.4
The River Murray at Barrages,2018-11-07,379.431,5.3803,65.4319,13.4921,886.4927,1016.4871,25.1032,486.0
The River Murray at Barrages,2018-11-08,706.471,9.2006,113.0484,28.3646,1531.6431,2151.3875,44.4995,993.7
The River Murray at Barrages,2018-11-09,803.318,10.2489,127.2993,31.0244,1724.6796,2427.5791,49.3339,1125.4
The River Murray at Barrages,2018-11-10,863.519,10.8646,136.5445,32.1823,1849.9618,2600.3618,52.0583,1182.9
The River Murray at Barrages,2018-11-11,903.567,11.4316,145.3191,32.6209,1968.7954,2726.4194,54.3772,1228.2
The River Murray at Barrages,2018-11-12,918.211,11.5624,148.558,31.7714,2012.6973,2747.8008,54.5889,1234.1
The River Murray at Barrages,2018-11-13,779.128,9.7978,126.7054,26.5021,1716.6925,2371.9358,45.9026,1029.0
The River Murray at Barrages,2018-11-14,811.863,9.9368,129.8586,26.155,1759.3706,2425.0071,46.2752,1041.6
The River Murray at Barrages,2018-11-15,899.928,10.7743,142.3418,27.7577,1928.5224,2667.9615,49.9239,1137.5
The River Murray at Barrages,2018-11-16,925.464,10.8822,145.2421,26.9528,1967.8389,2687.6853,50.0618,1111.1
The River Murray at Barrages,2018-11-17,1012.826,11.4523,154.4914,27.7294,2093.1043,2872.5068,52.4035,1170.2
The River Murray at Barrages,2018-11-18,1098.842,12.0853,164.6869,28.5111,2231.264,3072.4395,54.9574,1287.1
The River Murray at Barrages,2018-11-19,1046.151,11.6334,159.5794,26.1471,2162.016,2929.1011,52.3627,1228.0
The River Murray at Barrages,2018-11-20,811.254,8.9493,123.7769,19.6119,1676.972,2293.3134,39.9518,916.5
The River Murray at Barrages,2018-11-21,571.875,6.2435,86.7731,13.0718,1175.6477,1593.1677,27.5535,672.2
The River Murray at Barrages,2018-11-22,39.778,0.5741,6.6415,0.7438,89.9816,88.7289,2.1082,14.0
The River Murray at Barrages,2018-11-23,357.317,4.0921,53.2428,6.5517,721.354,836.2986,16.56,317.8
The River Murray at Barrages,2018-11-24,720.386,7.667,103.3508,12.4686,1400.2241,1660.3783,31.6719,722.6
The River Murray at Barrages,2018-11-25,726.31,7.8333,106.1762,12.2775,1438.5272,1693.3187,32.1427,705.8
The River Murray at Barrages,2018-11-26,715.817,7.7463,105.1743,11.6221,1424.9668,1652.0965,31.5047,689.0
The River Murray at Barrages,2018-11-27,643.789,6.9592,95.0512,10.1551,1287.7826,1511.1631,28.0582,589.2
The River Murray at Barrages,2018-11-28,627.155,6.7123,92.2602,9.4865,1249.9673,1472.9811,26.8683,567.6
The River Murray at Barrages,2018-11-29,795.523,8.3185,115.3477,11.3907,1562.7774,1838.8553,33.1868,735.0
The River Murray at Barrages,2018-11-30,710.657,8.0158,108.0961,10.2432,1464.5305,1604.6944,31.2891,640.2
The River Murray at Barrages,2018-12-01,559.844,7.0442,90.0339,8.396,1219.8205,1176.2969,26.6561,520.8
The River Murray at Barrages,2018-12-02,284.974,3.6594,45.998,4.4235,623.2037,580.301,13.8342,222.0
The River Murray at Barrages,2018-12-03,431.636,4.787,63.2547,6.1233,857.0017,920.9144,18.4791,374.4
The River Murray at Barrages,2018-12-04,671.177,6.8933,95.46,9.3379,1293.3495,1516.1354,27.3809,661.8
The River Murray at Barrages,2018-12-05,790.447,8.5012,116.3309,11.7454,1576.1236,1765.0152,34.0951,762.0
The River Murray at Barrages,2018-12-06,809.71,8.8162,119.493,12.3972,1618.9153,1765.9437,35.5402,781.0
The River Murray at Barrages,2018-12-07,570.138,6.3169,82.7845,8.7974,1121.5945,1182.4701,24.9725,502.3
The River Murray at Barrages,2018-12-08,244.956,3.204,37.1811,4.0155,503.739,485.2137,11.4233,121.0
The River Murray at Barrages,2018-12-09,261.72,3.3576,38.8177,4.2802,525.911,500.1277,12.0286,138.6
The River Murray at Barrages,2018-12-10,588.496,6.5656,84.3755,9.6468,1143.1533,1132.948,26.3961,466.5
The River Murray at Barrages,2018-12-11,789.325,8.6006,112.5639,13.1695,1525.0624,1514.9374,35.4967,714.5
The River Murray at Barrages,2018-12-12,674.588,7.8503,98.7723,11.9725,1338.2089,1222.2283,32.0317,575.6
The River Murray at Barrages,2018-12-13,52.315,0.6784,7.7456,0.9827,104.9425,79.2261,2.6271,41.7
The River Murray at Barrages,2018-12-14,133.952,1.6372,18.2688,2.232,247.5081,212.4598,5.9454,56.0
The River Murray at Barrages,2018-12-15,282.632,3.4716,38.705,4.8366,524.3939,440.4062,12.7392,151.0
The River Murray at Barrages,2018-12-16,256.154,3.1842,34.1188,4.3628,462.2534,375.5689,11.3761,97.6
The River Murray at Barrages,2018-12-17,617.484,7.238,86.0115,11.4596,1165.3025,998.3416,29.0735,509.1
The River Murray at Barrages,2018-12-18,893.344,10.0227,120.573,16.433,1633.5865,1396.3415,41.1548,777.2
The River Murray at Barrages,2018-12-19,868.631,9.934,117.3522,16.3017,1589.9512,1332.8124,40.4453,757.3
The River Murray at Barrages,2018-12-20,695.788,8.4822,97.6071,13.8586,1322.4193,1071.1114,34.0813,570.6
The River Murray at Barrages,2018-12-21,727.328,8.9329,100.6476,14.6108,1363.6316,1068.4765,35.6042,589.1
The River Murray at Barrages,2018-12-22,787.618,9.6531,107.2988,15.8229,1453.7142,1125.1452,38.2285,671.7
The River Murray at Barrages,2018-12-23,853.022,10.4455,114.4476,17.1861,1550.555,1174.5262,41.1687,760.6
The River Murray at Barrages,2018-12-24,806.577,10.2227,109.3342,16.7947,1481.2947,1076.7771,39.8864,708.0
The River Murray at Barrages,2018-12-25,782.647,10.0558,105.5864,16.5313,1430.5207,1009.3572,38.9398,661.7
The River Murray at Barrages,2018-12-26,793.823,10.2633,105.9377,16.9081,1435.2651,981.497,39.5037,672.9
The River Murray at Barrages,2018-12-27,815.003,10.598,107.7043,17.5143,1459.2351,967.824,40.5959,696.0
The River Murray at Barrages,2018-12-28,811.461,10.6793,107.1191,17.6956,1451.3087,940.5277,40.718,693.0
The River Murray at Barrages,2018-12-29,794.363,10.6404,104.9332,17.5965,1421.7095,898.5901,40.213,682.4
The River Murray at Barrages,2018-12-30,736.343,10.0147,96.8286,16.5358,1311.8594,798.6202,37.5147,593.9
The River Murray at Barrages,2018-12-31,748.233,10.2895,97.579,16.9686,1322.0275,774.0293,38.2202,617.1
The River Murray at Barrages,2019-01-01,784.282,10.8854,101.965,18.0445,1381.4671,780.4276,40.3551,652.8
The River Murray at Barrages,2019-01-02,781.899,10.9496,102.0155,17.823,1382.1442,796.7496,40.3705,664.7
The River Murray at Barrages,2019-01-03,836.745,11.6254,108.0961,18.6239,1464.5048,864.4264,42.7489,753.7
The River Murray at Barrages,2019-01-04,551.699,8.5295,73.807,12.9316,999.9561,537.5995,29.7994,411.9
The River Murray at Barrages,2019-01-05,461.346,7.8831,61.6525,11.0625,835.2888,389.2285,25.482,324.0
The River Murray at Barrages,2019-01-06,538.461,9.3388,71.9136,12.7061,974.3113,468.789,29.6241,414.2
The River Murray at Barrages,2019-01-07,546.564,9.5667,72.9494,12.748,988.3512,484.9372,30.0378,425.7
The River Murray at Barrages,2019-01-08,473.89,8.2237,61.8447,10.73,837.9059,413.1394,25.5115,344.8
The River Murray at Barrages,2019-01-09,931.684,11.7623,112.9663,17.9784,1530.4837,1020.3493,44.8308,822.3
The River Murray at Barrages,2019-01-10,1438.949,16.7675,175.7106,27.5344,2380.6585,1654.0722,69.7471,1323.0
The River Murray at Barrages,2019-01-11,1482.616,17.7887,186.1005,28.9582,2521.3554,1752.3358,74.1814,1394.7
The River Murray at Barrages,2019-01-12,1264.756,14.6566,153.533,23.4429,2080.1375,1480.4958,61.1347,1032.5
The River Murray at Barrages,2019-01-13,1444.624,16.7023,174.278,26.3332,2361.1865,1690.4599,69.5784,1247.4
The River Murray at Barrages,2019-01-14,1440.585,18.0004,188.3396,28.2736,2551.6617,1826.7787,75.4973,1321.5
The River Murray at Barrages,2019-01-15,1268.86,15.9499,164.5846,24.1808,2229.8582,1634.3929,65.8676,1212.3
The River Murray at Barrages,2019-01-16,1247.985,15.3003,159.5809,23.058,2162.069,1609.6426,63.8925,1187.6
The River Murray at Barrages,2019-01-17,1297.685,15.7718,167.3551,23.9386,2267.3834,1697.0368,67.1863,1232.3
The River Murray at Barrages,2019-01-18,1199.309,14.2489,156.2661,21.6942,2117.1644,1646.5882,62.5345,1130.0
The River Murray at Barrages,2019-01-19,1424.601,15.7468,183.3203,24.3982,2483.6346,2043.1277,72.9401,1359.3
The River Murray at Barrages,2019-01-20,1462.134,15.752,185.9599,24.3883,2519.4671,2091.1597,74.1425,1374.5
The River Murray at Barrages,2019-01-21,1427.26,15.5153,184.827,24.0251,2504.0918,2079.2487,73.9414,1354.9
The River Murray at Barrages,2019-01-22,1405.293,15.1456,182.3651,23.3699,2470.7588,2066.7943,73.1046,1331.9
The River Murray at Barrages,2019-01-23,1373.907,14.6763,179.5961,22.6197,2433.2621,2059.3308,72.0953,1299.0
The River Murray at Barrages,2019-01-24,1506.907,16.0445,200.1758,24.744,2712.0654,2325.7445,80.4526,1486.5
The River Murray at Barrages,2019-01-25,893.463,11.1634,124.2704,16.7733,1683.6822,1249.8636,50.9933,762.6
The River Murray at Barrages,2019-01-26,699.472,9.1437,96.5385,13.0297,1307.9538,947.7365,39.7225,672.3
The River Murray at Barrages,2019-01-27,632.302,8.1457,87.1164,11.6241,1180.2851,860.6779,35.8829,593.9
The River Murray at Barrages,2019-01-28,700.036,8.9301,98.115,12.7505,1329.2969,998.1947,40.3593,699.0
The River Murray at Barrages,2019-01-29,662.594,8.1191,90.4691,11.5196,1225.7158,935.9949,37.2055,657.5
The River Murray at Barrages,2019-01-30,559.505,6.6891,76.4773,9.5432,1036.1476,805.8411,31.4535,560.3
The River Murray at Barrages,2019-01-31,502.255,5.9356,68.4447,8.3541,927.3249,732.4115,28.1431,449.9
The River Murray at Barrages,2019-02-01,768.359,8.6349,103.3951,12.3705,1400.8117,1127.5021,42.5334,641.3
The River Murray at Barrages,2019-02-02,670.917,7.4719,90.9309,10.4376,1231.9731,1011.7852,37.3216,538.5
The River Murray at Barrages,2019-02-03,536.41,5.8616,72.0842,8.2808,976.6435,780.0531,29.6824,391.4
The River Murray at Barrages,2019-02-04,399.75,4.4639,57.026,6.3952,772.5996,621.3955,23.4746,280.4
The River Murray at Barrages,2019-02-05,495.433,5.5275,69.377,8.0362,939.9466,695.4338,28.8551,404.0
The River Murray at Barrages,2019-02-06,462.761,5.3449,66.0048,7.9382,894.2759,591.2443,27.853,399.8
The River Murray at Barrages,2019-02-07,409.506,4.8152,61.689,7.2818,835.768,547.7533,26.1093,359.9
The River Murray at Barrages,2019-02-08,256.056,3.0057,39.6226,4.4989,536.8231,358.1246,16.7194,183.9
The River Murray at Barrages,2019-02-09,72.305,0.854,11.1692,1.1664,151.3262,105.7022,4.628,20.1
The River Murray at Barrages,2019-02-10,158.901,1.7127,23.798,2.4147,322.4282,226.8906,9.835,53.5
The River Murray at Barrages,2019-02-11,138.227,1.4592,21.5955,2.1733,292.5835,200.831,8.9656,46.4
The River Murray at Barrages,2019-02-12,11.676,0.1135,1.8189,0.1814,24.6421,16.9912,0.7582,3.1
The River Murray at Barrages,2019-02-13,78.482,0.713,12.2852,1.1917,166.4451,113.0557,5.1099,17.4
The River Murray at Barrages,2019-02-14,367.593,2.5974,57.7051,4.7936,781.8077,489.3717,22.8432,259.9
The River Murray at Barrages,2019-02-15,386.42,3.2874,60.5695,6.0244,820.6076,518.1986,26.06,275.2
The River Murray at Barrages,2019-02-16,417.788,3.568,65.8755,6.4498,892.5106,555.7449,28.4976,285.9
The River Murray at Barrages,2019-02-17,405.168,3.4465,64.368,6.1736,872.0766,535.8711,27.9403,289.8
The River Murray at Barrages,2019-02-18,282.346,2.4154,45.3817,4.277,614.8381,371.9824,19.813,170.9
The River Murray at Barrages,2019-02-19,268.295,2.2677,43.3409,3.98,587.2022,356.5767,18.9062,176.0
The River Murray at Barrages,2019-02-20,325.225,2.6891,51.8756,4.6673,702.8455,420.9393,22.735,220.6
The River Murray at Barrages,2019-02-21,363.678,2.9755,58.2869,5.109,789.6778,473.4168,25.5211,247.7
The River Murray at Barrages,2019-02-22,420.501,3.3747,66.8479,5.7339,905.6832,539.2945,29.3655,275.7
The River Murray at Barrages,2019-02-23,469.381,3.7128,74.4332,6.2456,1008.4699,596.541,32.807,297.7
The River Murray at Barrages,2019-02-24,475.22,3.7679,76.5002,6.267,1036.4364,608.3547,33.7978,314.3
The River Murray at Barrages,2019-02-25,460.414,3.6373,74.706,5.9733,1012.1462,590.4975,33.0752,312.8
The River Murray at Barrages,2019-02-26,426.699,3.3162,69.0537,5.3897,935.5841,538.3854,30.723,260.4
The River Murray at Barrages,2019-02-27,471.815,3.5655,75.1823,5.7205,1018.5817,584.1342,33.4819,298.9
The River Murray at Barrages,2019-02-28,467.781,3.4979,74.7983,5.5487,1013.3943,576.1711,33.4169,287.7
The River Murray at Barrages,2019-03-01,497.94,3.7551,81.0737,5.8622,1098.4346,625.4094,36.1775,346.7
The River Murray at Barrages,2019-03-02,422.45,3.3376,70.273,5.1765,952.0839,550.5597,31.347,300.8
The River Murray at Barrages,2019-03-03,328.2,3.0327,62.4371,4.6929,845.926,498.6862,27.8358,242.4
The River Murray at Barrages,2019-03-04,533.61,4.1923,85.6227,6.6714,1160.0575,732.2213,37.7434,402.9
The River Murray at Barrages,2019-03-05,624.878,4.8085,97.6974,7.8616,1323.6596,879.8808,42.7049,507.3
The River Murray at Barrages,2019-03-06,413.33,3.3545,66.7992,5.4881,905.0396,617.081,29.0467,340.9
The River Murray at Barrages,2019-03-07,800.647,6.1098,118.9376,9.945,1611.4053,1116.6886,51.5704,713.9
The River Murray at Barrages,2019-03-08,777.181,5.8461,111.8176,9.5309,1514.9529,1068.3964,48.3864,646.1
The River Murray at Barrages,2019-03-09,696.812,5.6901,106.8203,9.2651,1447.2583,1033.3324,46.2149,604.4
The River Murray at Barrages,2019-03-10,692.289,5.7948,106.6545,9.4121,1445.0123,1046.3501,46.0889,619.1
The River Murray at Barrages,2019-03-11,432.645,3.5959,64.2941,5.761,871.0741,639.9763,27.7011,350.5
The River Murray at Barrages,2019-03-12,90.267,0.8991,13.4139,1.1719,181.7353,135.53,5.597,23.0
The River Murray at Barrages,2019-03-13,392.504,3.5641,59.2391,5.4594,802.5992,612.23,25.1994,380.0
The River Murray at Barrages,2019-03-14,626.021,5.5097,93.751,8.8727,1270.1856,980.1773,40.1837,605.3
The River Murray at Barrages,2019-03-15,835.985,7.2203,122.5946,11.8111,1660.9283,1282.864,53.063,763.3
The River Murray at Barrages,2019-03-16,897.856,8.0,134.6442,13.2131,1824.1899,1431.1809,58.2385,819.5
The River Murray at Barrages,2019-03-17,947.376,8.4552,141.1592,14.1111,1912.4719,1523.4887,61.0437,796.9
The River Murray at Barrages,2019-03-18,991.34,8.8917,146.6938,14.9238,1987.4614,1609.5388,63.324,828.4
The River Murray at Barrages,2019-03-19,962.816,8.6769,141.3497,14.6241,1915.0161,1571.3809,61.0682,783.8
The River Murray at Barrages,2019-03-20,1356.22,12.5175,203.3779,21.428,2755.3988,2262.5203,89.0778,1105.0
The River Murray at Barrages,2019-03-21,1887.348,17.3093,279.0935,29.949,3781.2283,3135.3183,123.0165,1557.7
The River Murray at Barrages,2019-03-22,1991.802,18.4053,292.4103,31.9321,3961.6623,3344.3541,128.6626,1702.2
The River Murray at Barrages,2019-03-23,1671.416,15.5405,243.3621,27.0314,3297.1574,2825.3172,107.2216,1435.5
The River Murray at Barrages,2019-03-24,998.315,9.7781,150.2989,16.9662,2036.3218,1779.5883,65.9262,995.6
The River Murray at Barrages,2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2019-03-26,69.19,0.7485,9.5184,1.0396,128.9615,120.2896,3.8597,15.2
The River Murray at Barrages,2019-03-27,529.64,5.4405,78.1165,9.1767,1058.3492,986.5379,33.2856,624.9
The River Murray at Barrages,2019-03-28,1483.363,14.9318,217.0584,26.2341,2940.7912,2763.1125,94.2052,1668.7
The River Murray at Barrages,2019-03-29,645.284,6.5187,93.6277,11.5034,1268.5124,1217.4696,40.2237,721.0
The River Murray at Barrages,2019-03-30,18.041,0.2083,2.6152,0.3061,35.4319,35.1118,1.0539,2.4
The River Murray at Barrages,2019-03-31,84.865,0.9831,12.12,1.4335,164.2098,164.8733,4.8889,16.5
The River Murray at Barrages,2019-04-01,365.28,3.8751,52.0292,6.5347,704.909,723.4116,20.7725,369.1
The River Murray at Barrages,2019-04-02,711.552,7.5892,97.8603,13.3524,1325.8556,1435.4866,39.4284,747.0
The River Murray at Barrages,2019-04-03,885.047,10.1196,121.8504,17.534,1650.8737,1881.8891,49.8679,843.5
The River Murray at Barrages,2019-04-04,1065.979,12.6609,142.1563,21.2913,1925.995,2312.07,58.8603,995.6
The River Murray at Barrages,2019-04-05,930.647,12.9946,136.9259,21.3537,1855.1729,2341.3805,57.0557,1029.3
The River Murray at Barrages,2019-04-06,1463.041,23.3066,221.9688,31.7754,3007.2504,4045.7558,97.0993,1869.9
The River Murray at Barrages,2019-04-07,1629.414,23.4388,208.3924,29.5641,2823.363,4004.2318,91.9993,1803.5
The River Murray at Barrages,2019-04-08,776.613,12.517,103.6219,14.127,1403.88,2101.2453,46.3077,893.0
The River Murray at Barrages,2019-04-09,53.674,0.8771,7.396,1.3165,100.2032,150.7145,3.0131,12.7
The River Murray at Barrages,2019-04-10,504.696,8.231,65.7721,11.9958,891.1227,1407.6563,27.8706,515.1
The River Murray at Barrages,2019-04-11,1720.93,31.3896,231.5054,38.9797,3136.5207,5248.055,101.3865,1680.8
The River Murray at Barrages,2019-04-12,2176.927,41.112,289.5024,46.1024,3922.2342,6863.3925,125.5771,1951.9
The River Murray at Barrages,2019-04-13,1242.128,24.5997,169.1603,32.354,2291.8537,4096.7951,73.4916,1145.3
The River Murray at Barrages,2019-04-14,1279.793,26.0479,171.6174,33.5619,2325.1166,4312.3804,74.8181,1176.9
The River Murray at Barrages,2019-04-15,2195.264,50.4009,308.5529,53.8618,4180.4204,8183.1122,137.6908,2172.3
The River Murray at Barrages,2019-04-16,3002.191,73.1797,422.3218,68.1075,5721.9245,11729.0575,191.2338,3158.9
The River Murray at Barrages,2019-04-17,2168.836,54.066,297.4372,45.9016,4029.835,8596.5058,135.7567,2495.0
The River Murray at Barrages,2019-04-18,928.544,23.7145,128.7254,22.4055,1744.0068,3799.4479,58.0716,1141.8
The River Murray at Barrages,2019-04-19,1695.82,45.7518,240.6528,44.5561,3260.383,7297.9402,108.609,1874.0
The River Murray at Barrages,2019-04-20,1798.045,48.1808,245.3071,47.1616,3323.4976,7655.1346,110.8846,1886.2
The River Murray at Barrages,2019-04-21,755.085,22.7817,111.5571,20.8771,1511.4433,3604.1937,50.7202,906.2
The River Murray at Barrages,2019-04-22,763.316,23.5249,110.2513,19.203,1493.7262,3699.5653,50.5702,948.1
The River Murray at Barrages,2019-04-23,941.115,30.2278,138.0641,25.288,1870.5814,4749.8995,63.2987,1216.9
The River Murray at Barrages,2019-04-24,1038.844,34.8818,154.0751,28.1861,2087.4735,5458.3187,70.9365,1095.2
The River Murray at Barrages,2019-04-25,1200.114,41.9085,177.8816,31.1551,2409.9691,6509.5445,82.5517,1107.5
The River Murray at Barrages,2019-04-26,69.483,2.0885,10.2979,3.2929,139.5196,358.4401,4.3853,15.4
The River Murray at Barrages,2019-04-27,168.596,4.3541,21.2858,7.2406,288.3841,754.6897,9.0165,51.3
The River Murray at Barrages,2019-04-28,1189.046,39.7163,158.6505,34.4672,2149.4748,6171.2897,73.2903,1167.3
The River Murray at Barrages,2019-04-29,2450.653,86.7697,332.7511,68.6786,4508.3509,13355.5702,155.2236,2390.8
The River Murray at Barrages,2019-04-30,2435.483,94.2817,351.4909,72.39,4762.0198,14472.0541,164.5574,2697.5
The River Murray at Barrages,2019-05-01,1074.862,38.9929,145.8173,35.5823,1975.5706,6053.0495,67.4902,1206.9
The River Murray at Barrages,2019-05-02,296.371,9.9269,41.475,13.3841,561.9088,1633.213,18.3359,305.0
The River Murray at Barrages,2019-05-03,162.595,5.1635,22.6035,7.7525,306.243,867.7556,9.8369,143.8
The River Murray at Barrages,2019-05-04,100.275,2.875,13.6683,5.6858,185.1825,501.1176,5.7567,29.5
The River Murray at Barrages,2019-05-05,167.888,4.8026,23.3477,9.8113,316.3194,841.4684,9.7858,61.7
The River Murray at Barrages,2019-05-06,540.908,16.0732,74.8454,31.2455,1014.0412,2664.5433,32.2152,498.3
The River Murray at Barrages,2019-05-07,481.327,14.0679,65.5912,26.216,888.6576,2312.3673,28.423,426.4
The River Murray at Barrages,2019-05-08,170.802,4.7919,23.2074,9.0556,314.4188,806.2023,9.9391,140.1
The River Murray at Barrages,2019-05-09,136.38,3.6501,18.8993,8.2158,256.0587,635.6731,7.8786,109.9
The River Murray at Barrages,2019-05-10,50.978,1.0379,6.5758,5.3352,89.0925,192.7005,2.4999,30.0
The River Murray at Barrages,2019-05-11,163.62,4.0098,22.1539,9.2836,300.1491,722.3574,9.054,47.0
The River Murray at Barrages,2019-05-12,254.749,5.0701,32.5907,23.6542,441.5471,956.0324,12.4215,161.4
The River Murray at Barrages,2019-05-13,526.039,12.1926,71.0285,42.4341,962.327,2133.3494,28.758,517.4
The River Murray at Barrages,2019-05-14,692.494,16.7563,94.3285,47.138,1277.9947,2859.49,39.3013,716.3
The River Murray at Barrages,2019-05-15,778.264,18.8631,107.4815,51.374,1456.1964,3216.7384,44.934,762.6
The River Murray at Barrages,2019-05-16,846.772,20.1535,116.7947,54.2455,1582.394,3441.2985,48.8697,793.3
The River Murray at Barrages,2019-05-17,849.385,20.1292,119.3169,54.3618,1616.5523,3454.8418,49.802,1660.8
The River Murray at Barrages,2019-05-18,768.322,17.9382,108.9745,49.4613,1476.4255,3094.6265,45.3263,734.3
The River Murray at Barrages,2019-05-19,666.701,15.6745,95.6474,35.8919,1295.8904,2703.335,40.1265,654.8
The River Murray at Barrages,2019-05-20,323.3,8.2653,49.9303,12.3678,676.482,1414.3229,21.358,328.3
The River Murray at Barrages,2019-05-21,426.544,10.0409,64.56,23.9054,874.6836,1749.5303,26.8769,446.9
The River Murray at Barrages,2019-05-22,491.138,11.8799,75.774,18.5718,1026.6379,2051.1284,32.1997,470.2
The River Murray at Barrages,2019-05-23,607.943,13.1734,89.3499,34.9994,1210.5667,2308.742,37.0545,659.4
The River Murray at Barrages,2019-05-24,498.76,9.9594,71.2566,35.1515,965.4119,1772.3596,28.9055,466.2
The River Murray at Barrages,2019-05-25,289.587,6.3914,44.3072,10.4896,600.2872,1117.9567,18.6838,269.2
The River Murray at Barrages,2019-05-26,237.216,5.3663,38.2391,8.8833,518.0878,941.993,16.1285,235.0
The River Murray at Barrages,2019-05-27,8.574,0.1769,1.3583,0.5518,18.4026,31.9165,0.545,1.3
The River Murray at Barrages,2019-05-28,777.729,15.7194,120.7097,14.7074,1635.422,2857.161,45.9688,1024.1
The River Murray at Barrages,2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2019-05-30,671.437,11.4913,97.9532,40.11,1327.1228,2130.0145,30.2147,556.7
The River Murray at Barrages,2019-05-31,478.012,7.7092,70.9622,55.8105,961.4343,1456.1217,26.9707,508.2
The River Murray at Barrages,2019-06-01,894.688,12.3318,113.5172,69.4696,1538.006,2312.1932,44.4333,795.3
The River Murray at Barrages,2019-06-02,800.414,11.5201,103.8909,59.6943,1407.566,2112.67,41.8291,643.4
The River Murray at Barrages,2019-06-03,521.286,8.2279,74.0646,48.8909,1003.4489,1486.7119,29.7237,503.7
The River Murray at Barrages,2019-06-04,888.687,13.7868,120.7726,72.4532,1636.2806,2425.0643,49.4507,792.6
The River Murray at Barrages,2019-06-05,932.43,14.9988,129.6345,79.6488,1756.3071,2586.0789,53.8992,835.8
The River Murray at Barrages,2019-06-06,895.001,15.2362,129.9871,82.0119,1761.1529,2575.5535,54.7405,836.3
The River Murray at Barrages,2019-06-07,1065.08,16.724,140.7647,91.3315,1907.131,2769.107,59.8328,932.8
The River Murray at Barrages,2019-06-08,942.418,16.4045,136.1757,90.229,1844.9926,2660.796,58.678,909.9
The River Murray at Barrages,2019-06-09,912.042,15.4875,125.5779,79.3967,1701.3656,2447.282,54.9786,869.9
The River Murray at Barrages,2019-06-10,568.713,9.2506,72.8695,41.7657,987.27,1421.0228,32.9074,574.3
The River Murray at Barrages,2019-06-11,652.041,11.2761,89.1847,60.9617,1208.3214,1708.6285,39.3081,694.4
The River Murray at Barrages,2019-06-12,540.652,9.2216,71.1316,45.8316,963.7185,1360.9107,32.3693,563.3
The River Murray at Barrages,2019-06-13,314.916,5.9155,44.2275,25.7331,599.2158,846.711,20.6372,336.1
The River Murray at Barrages,2019-06-14,374.398,7.5234,55.3821,32.8936,750.328,1052.5965,26.1768,422.7
The River Murray at Barrages,2019-06-15,589.2,10.7148,81.3113,65.9391,1101.6297,1500.0581,37.2771,650.8
The River Murray at Barrages,2019-06-16,639.389,11.5033,86.368,71.4803,1170.1214,1580.44,40.1779,704.2
The River Murray at Barrages,2019-06-17,1552.628,28.7854,199.5076,111.6286,2703.0625,3744.6955,103.7444,1931.9
The River Murray at Barrages,2019-06-18,484.099,8.552,63.728,59.0428,863.4144,1138.6368,30.2236,505.6
The River Murray at Barrages,2019-06-19,759.902,13.2844,97.3419,88.7635,1318.8364,1729.4366,46.6522,808.0
The River Murray at Barrages,2019-06-20,899.043,14.5772,106.0372,100.1672,1436.6069,1863.7403,51.3047,897.0
The River Murray at Barrages,2019-06-21,859.885,16.2657,117.0064,113.1349,1585.2523,2037.1471,57.5003,952.4
